# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-a" "/mnt/data/bioinfo/rna_seq_project/reference/Saccharomyces_cerevisiae.R64-1-1.111.gtf" "-o" "gene_counts.txt" "aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aligned_sorted.bam
YKR087C	XI	603195	604232	-	1038	374
YKL070W	XI	306211	306720	+	510	165
YKR038C	XI	511999	513159	-	1161	971
YKR048C	XI	525387	526640	-	1254	2449
YKL096W-A	XI	259253	259531	+	279	5822
YKL014C	XI	411619	416913	-	5295	1750
YKR082W	XI	592825	596298	+	3474	1489
YKR045C	XI	523418	523969	-	552	113
YKL018C-A	XI	403580	403879	-	300	283
YKL126W	XI	205707	207749	+	2043	1778
YKR072C	XI	576435	578123	-	1689	952
YKR075W-A	XI	580212	580481	+	270	0
YKL074C	XI	294610	296193	-	1584	445
YKL087C	XI	277189	277863	-	675	821
YKL018W	XI	404102	405091	+	990	340
YKL135C	XI	186460	188640	-	2181	977
YKL112W	XI	226570	228765	+	2196	1124
YKR085C	XI	599094	599681	-	588	773
YKR102W	XI	646356	649865	+	3510	153
YKL217W	XI	22234	24084	+	1851	152
YKR044W	XI	522015	523346	+	1332	441
YKR080W	XI	590395	591357	+	963	3133
YKL065W-A	XI	315954	316175	+	222	25
YKL156C-A	XI	158975	159091	-	117	0
YKR068C	XI	570328	570909	-	582	712
YKR027W	XI	491364	493661	+	2298	433
YKL081W	XI;XI	282891;283422	283095;284455	+;+	1239	10460
YKR022C	XI	482171	483139	-	969	368
YKL083W	XI	280921	281535	+	615	6
YKL198C	XI	68232	70220	-	1989	518
YKR007W	XI	451434	451988	+	555	304
YKR078W	XI	584952	586709	+	1758	213
YKR001C	XI	440608	442722	-	2115	2118
YKR025W	XI	487770	488618	+	849	489
YKL124W	XI	210593	212332	+	1740	213
YKR095W	XI	619805	625432	+	5628	2365
YKL129C	XI	196349	200167	-	3819	586
YKL100C	XI	253697	255460	-	1764	1124
YKL041W	XI	360143	360817	+	675	540
YKL221W	XI	6107	7528	+	1422	27
YKL031W	XI	382072	382485	+	414	10
YKR074W	XI	579209	579676	+	468	1283
YKL138C	XI	185286	185681	-	396	603
YKL063C	XI	321015	321518	-	504	557
tK(UUU)K	XI;XI	578965;579025	579001;579060	+;+	73	0
YKL024C	XI	392526	393140	-	615	751
YKL086W	XI	278281	278664	+	384	15
YKL073W	XI	296430	299075	+	2646	1289
YKR006C	XI	450423	451217	-	795	929
YKL034W	XI	371829	374105	+	2277	617
YKL118W	XI	219126	219437	+	312	1
YKL104C	XI	243220	245373	-	2154	2358
YKL191W	XI	81035	82639	+	1605	1133
YKR042W	XI	519527	520624	+	1098	6516
YKR013W	XI	463959	464948	+	990	1115
YKR101W	XI	640540	642504	+	1965	267
YKL039W	XI	362622	364193	+	1572	1698
YKL214C	XI	31082	31693	-	612	292
YKL155C	XI	159456	161342	-	1887	895
YKL116C	XI	221344	222900	-	1557	489
YKR089C	XI	605633	608365	-	2733	835
YKR018C	XI	473723	475900	-	2178	1837
YKR079C	XI	586789	589305	-	2517	877
YKL153W	XI	163600	164109	+	510	638
YKL027W	XI	387562	388905	+	1344	866
YKL100W-A	XI	254159	254248	+	90	0
YKL035W	XI	369891	371390	+	1500	2079
YKL084W	XI	280509	280859	+	351	232
YKL207W	XI	48194	48955	+	762	1501
YKR066C	XI	566113	567198	-	1086	894
YKL117W	XI	220324	220974	+	651	3930
YKL140W	XI	180779	182425	+	1647	609
YKL007W	XI	429302	430108	+	807	748
YKL051W	XI	341312	342373	+	1062	601
YKL022C	XI	394726	397248	-	2523	651
YKL021C	XI	397344	398750	-	1407	1088
YKL148C	XI	169207	171129	-	1923	1409
YKL038W	XI	365605	369117	+	3513	556
YKL125W	XI	208247	210130	+	1884	644
YKL048C	XI	347214	349136	-	1923	365
YKL053W	XI	339572	339946	+	375	2
YKR093W	XI	615730	617535	+	1806	226
YKL201C	XI	63930	67466	-	3537	908
YKL123W	XI	212043	212423	+	381	3
YKL224C	XI	1810	2181	-	372	0
YKL077W	XI	291453	292631	+	1179	2104
YKR103W	XI	653080	656736	+	3657	176
YKR104W	XI	656836	657756	+	921	70
YKR024C	XI	485144	487372	-	2229	775
YKR056W	XI	549448	551367	+	1920	959
YKL203C	XI	55935	63359	-	7425	1013
YKR054C	XI	535647	547925	-	12279	1219
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	7697
YKL133C	XI	191679	193070	-	1392	115
tH(GUG)K	XI	313401	313472	-	72	0
YKL122C	XI	212495	212998	-	504	665
YKR100C	XI	638901	639968	-	1068	656
YKR083C	XI	596421	596822	-	402	257
YKL225W	XI	451	798	+	348	1
YKL189W	XI	84704	85903	+	1200	240
YKL113C	XI	224727	225875	-	1149	921
tV(AAC)K2	XI	379680	379753	+	74	3
YKL213C	XI	31960	34107	-	2148	1173
YKL154W	XI	161601	162335	+	735	731
YKR063C	XI	560789	562297	-	1509	529
YKL163W	XI	144401	145378	+	978	106
YKL174C	XI	120380	122236	-	1857	634
YKL134C	XI	189124	191442	-	2319	540
YKR011C	XI	461635	462696	-	1062	581
YKL005C	XI	433093	434877	-	1785	468
YKL069W	XI	307285	307827	+	543	319
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	10402
YKL187C	XI	89284	91536	-	2253	237
YKL111C	XI	228464	228799	-	336	2
YKR035W-A	XI	507939	508553	+	615	0
YKL182W	XI	100671	106826	+	6156	12296
YKL099C	XI	255720	256472	-	753	535
YKL179C	XI	110464	112503	-	2040	875
YKL047W	XI	349463	351013	+	1551	456
YKL049C	XI	346075	346764	-	690	353
YKL220C	XI	9091	11226	-	2136	152
YKL183W	XI	98721	99641	+	921	477
YKL181W	XI	107316	108599	+	1284	3320
YKL088W	XI	275283	276998	+	1716	892
YKL209C	XI	42423	46295	-	3873	3618
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	3
YKR019C	XI	476216	478063	-	1848	270
YKR012C	XI	463739	464116	-	378	7
YKL166C	XI	134509	135705	-	1197	616
YKL016C	XI	407465	407989	-	525	2190
YKR086W	XI	599857	603072	+	3216	577
tR(ACG)K	XI	490968	491040	+	73	2
YKL141W	XI	179667	180263	+	597	1484
YKL065C	XI	316437	317057	-	621	1216
YKL013C	XI	417508	418023	-	516	863
YKL040C	XI	361058	361828	-	771	823
YKR061W	XI	557677	558954	+	1278	349
YKL096W	XI	261132	261851	+	720	1313
YKR050W	XI	527815	530484	+	2670	336
YKL170W	XI	130634	131050	+	417	62
YKR046C	XI	524223	525074	-	852	2139
YKL210W	XI	39163	42237	+	3075	4746
YKR002W	XI	443232	444938	+	1707	776
YKL015W	XI	408544	411483	+	2940	1265
snR87	XI	431030	431138	-	109	19
YKL009W	XI	426242	426952	+	711	2189
YKL108W	XI	234426	235787	+	1362	243
YKR097W	XI	631152	632801	+	1650	50
YKL071W	XI	305114	305884	+	771	136
YKL075C	XI	292956	294308	-	1353	353
YKL206C	XI	49006	49809	-	804	412
tD(GUC)K	XI	513332	513403	-	72	0
YKL195W	XI	75821	77032	+	1212	3372
YKL130C	XI	195288	196028	-	741	476
YKL064W	XI	317764	320673	+	2910	1316
YKR026C	XI	488738	489655	-	918	679
YKL076C	XI	292838	293221	-	384	27
YKL188C	XI	86225	88786	-	2562	186
YKL196C	XI	74932	75534	-	603	2121
snR42	XI	559016	559366	-	351	38
YKR105C	XI	658716	660464	-	1749	98
YKL109W	XI	232227	233891	+	1665	1443
YKR071C	XI	574934	575980	-	1047	3010
YKL168C	XI	131288	133462	-	2175	356
YKL102C	XI	248062	248367	-	306	14
YKR090W	XI	608946	611066	+	2121	570
YKR036C	XI	508702	510633	-	1932	670
YKL202W	XI	63821	64402	+	582	24
YKR084C	XI	597055	598890	-	1836	1109
YKL216W	XI	25215	26159	+	945	2157
YKR055W	XI	548216	549091	+	876	288
YKL219W	XI	14485	15708	+	1224	369
YKL020C	XI	398832	402080	-	3249	951
YKL178C	XI	113215	114627	-	1413	87
YKL067W	XI	314812	315273	+	462	1096
YKL097C	XI	258503	258913	-	411	2
YKL095W	XI	262277	263113	+	837	191
YKR031C	XI	501344	506395	-	5052	1087
YKL036C	XI	369528	369920	-	393	10
YKR088C	XI	604405	605418	-	1014	810
YKL151C	XI	164917	165930	-	1014	432
YKL105C	XI	239185	242583	-	3399	858
YKL169C	XI	130685	131068	-	384	7
YKL150W	XI	166544	167452	+	909	2328
YKL023C-A	XI	393146	393373	-	228	333
YKL138C-A	XI	184803	185012	-	210	346
YKL082C	XI	281025	282329	-	1305	890
YKR070W	XI	573574	574632	+	1059	547
YKR021W	XI	479234	481981	+	2748	721
YKR016W	XI	469717	471339	+	1623	1630
YKR033C	XI	506879	507304	-	426	0
YKR059W	XI	554987	556174	+	1188	6501
YKR069W	XI	571612	573393	+	1782	3062
YKR053C	XI	534067	535281	-	1215	213
YKL218C	XI	17359	18339	-	981	1028
YKL167C	XI	133721	134134	-	414	512
tE(UUC)K	XI	141018	141089	-	72	0
YKL142W	XI	178515	179174	+	660	737
YKL011C	XI	420155	421216	-	1062	307
YKL160W	XI	153269	153706	+	438	1116
YKL144C	XI	175843	176481	-	639	452
YKL055C	XI	335321	336157	-	837	62
YKR043C	XI	520897	521712	-	816	2783
YKR039W	XI	515063	516871	+	1809	1385
YKL019W	XI	402568	403518	+	951	587
YKL184W	XI	96757	98157	+	1401	873
YKR029C	XI	497578	499833	-	2256	422
YKL176C	XI	115500	117986	-	2487	1392
YKL033W-A	XI	374505	375215	+	711	991
YKL090W	XI	271878	273209	+	1332	305
YKR041W	XI	518198	518950	+	753	25
YKL010C	XI	421424	425875	-	4452	1035
YKL032C	XI	380065	381858	-	1794	1102
YKR051W	XI	530946	532202	+	1257	334
YKR098C	XI	633026	635179	-	2154	217
YKL175W	XI	118793	120304	+	1512	1215
YKL120W	XI	217344	218318	+	975	3601
YKL222C	XI	3503	5620	-	2118	240
YKL092C	XI	266145	269459	-	3315	632
YKL068W	XI	310199	313078	+	2880	1782
YKR009C	XI	454352	457054	-	2703	213
tA(AGC)K2	XI	517988	518060	+	73	0
YKR028W	XI	494257	497358	+	3102	2027
YKR076W	XI	582283	583395	+	1113	182
YKR106W	XI	661442	663289	+	1848	163
YKL197C	XI	70734	73865	-	3132	378
YKL152C	XI	163642	164385	-	744	22635
YKL093W	XI	264789	265808	+	1020	159
YKL080W	XI	285030	286208	+	1179	3077
YKL185W	XI	94499	96265	+	1767	944
YKR081C	XI	591506	592540	-	1035	1158
YKR035C	XI	507920	508561	-	642	0
YKL101W	XI	248920	253476	+	4557	3055
YKR008W	XI	452201	454078	+	1878	897
tW(CCA)K	XI;XI	302918;302988	302953;303023	+;+	72	0
YKL056C	XI	334412	334915	-	504	20238
YKL156W	XI;XI	158613;158967	158615;159212	+;+	249	1100
YKL162C	XI	147630	148838	-	1209	83
YKL192C	XI	80160	80537	-	378	1375
YKR064W	XI	562547	565138	+	2592	575
YKL017C	XI	405190	407241	-	2052	298
YKL204W	XI	53704	55602	+	1899	774
YKL190W	XI;XI	82947;83075	82998;83550	+;+	528	889
YKL211C	XI	36699	38153	-	1455	2029
YKL115C	XI	222893	223285	-	393	31
YKL107W	XI	236141	237070	+	930	27
YKL127W	XI	203541	205253	+	1713	1191
YKL165C-A	XI	135790	136023	-	234	75
YKR049C	XI	526830	527231	-	402	154
YKL052C	XI	339668	340546	-	879	335
YKL053C-A	XI	339182	339442	-	261	645
YKL121W	XI	214142	216700	+	2559	336
tN(GUU)K	XI	74624	74697	+	74	6
YKL050C	XI	342852	345620	-	2769	184
YKL194C	XI	77258	78646	-	1389	424
YKR037C	XI	510910	511797	-	888	287
YKL059C	XI	328118	329443	-	1326	484
YKL205W	XI	50051	53353	+	3303	1213
YKL137W	XI	185957	186292	+	336	739
YKR015C	XI	466961	468667	-	1707	143
YKL146W	XI	171783	173861	+	2079	692
YKR003W	XI	445381	446727	+	1347	566
YKL028W	XI	385758	387206	+	1449	1090
YKR010C	XI	458924	461239	-	2316	475
YKL193C	XI	78866	79882	-	1017	333
tK(CUU)K	XI	202999	203071	+	73	3
YKL212W	XI	34543	36414	+	1872	2285
YKL147C	XI	171551	172168	-	618	2
YKL054C	XI	336537	338753	-	2217	3199
snR38	XI	283185	283279	+	95	18
YKR096W	XI	626793	630380	+	3588	691
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	333
YKL164C	XI	141794	142819	-	1026	3716
YKL145W-A	XI	174958	175050	+	93	0
YKL026C	XI	389380	389883	-	504	63
YKL044W	XI	356322	356642	+	321	541
YKL089W	XI	273394	275043	+	1650	352
YKR077W	XI	583653	584744	+	1092	305
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	187
YKL079W	XI	286603	288573	+	1971	547
YKL161C	XI	149386	150687	-	1302	399
YKL159C	XI	153816	154451	-	636	168
YKR030W	XI	500282	501103	+	822	543
YKL037W	XI	369365	369721	+	357	26
YKL042W	XI	358475	359566	+	1092	283
YKR020W	XI	478338	478832	+	495	294
YKL012W	XI	418310	420061	+	1752	708
YKL106W	XI	237536	238891	+	1356	931
YKR075C	XI	579827	580750	-	924	91
YKR065C	XI	565299	565892	-	594	1024
YKL043W	XI	356748	357848	+	1101	3094
YKL045W	XI	353493	355079	+	1587	720
YKR060W	XI	556518	557342	+	825	363
YKL085W	XI	279123	280127	+	1005	2069
YKL165C	XI	137932	140691	-	2760	1495
YKL003C	XI	437097	437492	-	396	557
YKL072W	XI	299582	301882	+	2301	331
YKL177W	XI	114356	114694	+	339	1
YKL186C	XI	92744	93298	-	555	564
snR64	XI	38811	38911	+	101	5
YKR032W	XI	506517	506831	+	315	1
YKL132C	XI	193574	194866	-	1293	84
YKL223W	XI	2389	2721	+	333	2
YKL078W	XI	288845	291052	+	2208	462
YKL001C	XI	438777	439385	-	609	7603
YKR040C	XI	518063	518566	-	504	0
YKL046C	XI	351275	352624	-	1350	1982
YKR017C	XI	471694	473349	-	1656	255
YKL058W	XI	330166	330534	+	369	919
YKL208W	XI	47157	47972	+	816	240
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	109
YKR034W	XI	506898	507707	+	810	9
YKL060C	XI	326408	327487	-	1080	103045
YKL030W	XI	382498	383103	+	606	11
YKL162C-A	XI	145922	146074	-	153	20
YKR091W	XI	611525	612265	+	741	204
YKL096C-B	XI	259073	259222	-	150	4
YKL171W	XI	127475	130261	+	2787	477
YKL025C	XI	390240	392279	-	2040	602
YKL023W	XI	393721	394554	+	834	367
tR(UCU)K	XI	162487	162558	-	72	2
YKL215C	XI	26827	30687	-	3861	753
YKL136W	XI	186416	186814	+	399	21
YKL033W	XI	375456	378572	+	3117	505
YKR023W	XI	483419	485011	+	1593	420
YKR067W	XI	567918	570149	+	2232	763
YKL098W	XI	256770	257843	+	1074	361
YKL114C	XI	223352	224455	-	1104	990
YKL145W	XI	174213	175616	+	1404	4046
YKL057C	XI	330856	333969	-	3114	1422
YKL106C-A	XI	237147	237266	-	120	1
YKL128C	XI	200884	201771	-	888	822
YKL008C	XI	427295	428551	-	1257	496
YKL029C	XI	382716	384725	-	2010	4854
YKR047W	XI	525257	525562	+	306	20
YKL066W	XI	315281	315724	+	444	118
YKL119C	XI	218570	219217	-	648	232
YEL041W	V	75944	77431	+	1488	158
YER011W	V	175248	176012	+	765	33
YER158W-A	V	491487	491702	+	216	17
snR53	V	61699	61789	+	91	4
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	4476
YEL067C	V	26189	26776	-	588	57
YEL054C	V	52721	53218	-	498	1774
YEL047C	V	65385	66797	-	1413	700
YER146W	V	462585	462866	+	282	8
YER159C	V	491530	491958	-	429	588
YER084W	V	327065	327451	+	387	19
YER183C	V	553334	553969	-	636	294
YEL009C-A	V	136371	136778	-	408	1
YEL059C-A	V	42400	42624	-	225	43
YER172C	V	529530	536021	-	6492	999
YER092W	V	342855	343232	+	378	541
YEL008C-A	V	140726	140818	-	93	0
YEL032W	V	86937	89852	+	2916	936
YEL010W	V	136279	136629	+	351	6
YEL040W	V	78053	79456	+	1404	6673
YEL059W	V	42652	42960	+	309	21
YER105C	V	367838	372013	-	4176	1880
YEL053C	V	53901	56102	-	2202	672
YEL046C	V	67629	68792	-	1164	1239
YER137C	V	441373	441819	-	447	13
YER013W	V	178841	182278	+	3438	559
YER147C-A	V	465203	465613	-	411	311
YEL036C	V	83050	84552	-	1503	1758
YER094C	V	348729	349346	-	618	2595
YER038C	V	226858	228252	-	1395	157
YEL034W	V	85676	86149	+	474	0
YER144C	V	457806	460223	-	2418	507
YER069W	V	295410	298001	+	2592	5778
YEL066W	V	26667	27206	+	540	161
YER161C	V	499347	500348	-	1002	879
YER131W	V	423952	424311	+	360	10189
YER027C	V	208979	210232	-	1254	730
tH(GUG)E2	V	434541	434612	-	72	7
YER088C-A	V	335696	336019	-	324	59
YER002W	V	156803	157498	+	696	1104
YEL062W	V	34407	36254	+	1848	263
YEL074W	V	6126	6464	+	339	0
YER142C	V	455146	456036	-	891	374
YER035W	V	222639	223076	+	438	146
YER145C	V	460526	461740	-	1215	7156
YER176W	V	541690	545055	+	3366	1058
YER071C	V	301947	302327	-	381	214
YER150W	V	468370	468816	+	447	152
YER177W	V	545611	546414	+	804	10265
YER123W	V	404813	406387	+	1575	626
YEL018W	V	121471	122310	+	840	92
YER116C	V	395348	396172	-	825	186
YER043C	V	235770	237119	-	1350	10569
YEL004W	V	146951	147979	+	1029	210
YER141W	V	453459	454919	+	1461	2342
YER170W	V	525974	526651	+	678	276
YER047C	V	243810	246503	-	2694	539
YER132C	V	425188	430449	-	5262	586
YEL068C	V	25646	25978	-	333	139
YER080W	V	319963	321846	+	1884	985
YER052C	V	256375	257958	-	1584	4664
YER070W	V	298950	301616	+	2667	3290
YEL007W	V	141892	143892	+	2001	1227
tE(UUC)E2	V	354934	355005	+	72	0
YER068C-A	V	295301	295732	-	432	7
YER115C	V	394292	394867	-	576	150
tS(AGA)E	V	86604	86685	+	82	0
YER076C	V	312590	313498	-	909	228
YEL021W	V	116167	116970	+	804	1069
YEL026W	V	101943	102323	+	381	1578
YER040W	V	229795	231987	+	2193	451
YEL016C	V	124737	126218	-	1482	515
YER012W	V	177835	178431	+	597	2076
YER190W	V	571480	576525	+	5046	18
YER185W	V	559454	560365	+	912	59
YER189W	V	571155	571523	+	369	14
YEL060C	V	40046	41953	-	1908	2112
YEL052W	V	56571	58100	+	1530	759
YER149C	V	466208	467470	-	1263	266
YER111C	V	382595	385876	-	3282	836
YER081W	V	322686	324095	+	1410	4660
YER010C	V	172634	173338	-	705	385
YER018C	V	191959	192624	-	666	357
YEL076C	V	4464	5114	-	651	15
YEL018C-A	V	121455	121988	-	534	0
YER072W	V	302806	303195	+	390	1207
YER093C	V	343320	347612	-	4293	583
YER178W	V	546817	548079	+	1263	3666
YER030W	V	213437	213898	+	462	1117
YER128W	V	415859	416470	+	612	179
YER003C	V;V	157736;159088	158994;159118	-;-	1290	2301
YER163C	V	503084	503782	-	699	359
YEL005C	V	145907	146755	-	849	137
YER173W	V	536300	538279	+	1980	220
YEL065W	V	27657	29543	+	1887	247
YEL055C	V	48471	51539	-	3069	1784
YER029C	V	212587	213177	-	591	415
YER089C	V	335946	337340	-	1395	1106
YER179W	V;V	548421;548645	548552;549517	+;+	1005	42
YEL011W	V	133120	135234	+	2115	357
YER166W	V	512744	517459	+	4716	1996
YER061C	V	278298	279626	-	1329	577
YER082C	V	324272	325936	-	1665	1122
YER118C	V	397952	399055	-	1104	854
YER152C	V	472657	473988	-	1332	563
YER107C	V	373448	374545	-	1098	498
YER020W	V	195168	196517	+	1350	1078
YER125W	V	410189	412618	+	2430	1976
YER122C	V	402871	404352	-	1482	2782
YER038W-A	V	228451	228831	+	381	0
YER057C	V	270737	271126	-	390	890
YEL033W	V	86179	86598	+	420	322
YER006W	V	162723	164285	+	1563	1762
YER007W	V	164527	166083	+	1557	206
YER078W-A	V	318646	318810	+	165	2
tA(UGC)E	V	312023	312095	-	73	0
YEL002C	V	148722	150014	-	1293	2328
YEL064C	V	29797	31239	-	1443	222
YER103W	V	364589	366517	+	1929	996
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	911
snR80	V	52150	52320	-	171	8
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	177
YER120W	V	401135	401869	+	735	1169
YER033C	V	218057	221287	-	3231	285
YER054C	V	262052	263698	-	1647	112
tV(AAC)E2	V	469457	469530	+	74	0
YER164W	V	505392	509798	+	4407	1519
YER139C	V	450563	451243	-	681	252
snR52	V	431129	431220	-	92	2
YEL042W	V	73771	75327	+	1557	2328
YER190C-A	V	574804	575379	-	576	0
tS(UGA)E	V	288443	288524	-	82	2
YER008C	V	167808	171818	-	4011	1445
YER114C	V	390590	393712	-	3123	1125
YER034W	V	221846	222403	+	558	160
YEL008W	V	140512	140892	+	381	8
YER014W	V	182600	184219	+	1620	405
YER143W	V	456319	457605	+	1287	730
YER053C-A	V	260933	261046	-	114	1060
YER028C	V	210692	211876	-	1185	102
YER048C	V	246982	248157	-	1176	1395
YER044C	V	237570	238016	-	447	1294
YEL039C	V	79636	79977	-	342	36
YER053C	V	258737	259639	-	903	304
tQ(UUG)E1	V	250286	250357	+	72	2
YEL034C-A	V	85613	86215	-	603	7
YER155C	V	476345	482848	-	6504	2551
snR4	V	424698	424883	+	186	145
YER050C	V	253971	254387	-	417	728
YER031C	V	214076	214747	-	672	1054
YER037W	V	225889	226854	+	966	97
YEL049W	V	63728	64090	+	363	29
tQ(UUG)E2	V	131082	131153	-	72	0
YEL006W	V	144327	145334	+	1008	605
YER100W	V	359562	360314	+	753	780
YER181C	V	551473	551796	-	324	2
YER015W	V	184541	186775	+	2235	255
YER129W	V	417281	420709	+	3429	1134
YER172C-A	V	536275	536655	-	381	0
tR(UCU)E	V	138666	138737	+	72	0
YEL072W	V	13720	14415	+	696	543
YEL075C	V	5345	5713	-	369	4
YER048W-A	V	250718	251002	+	285	751
YER051W	V	254656	256134	+	1479	294
YER171W	V	527082	529418	+	2337	999
YER078C	V	316807	318342	-	1536	599
YER169W	V	523369	525759	+	2391	437
YEL003W	V;V	148176;148283	148194;148599	+;+	336	1092
YEL077W-A	V	630	1112	+	483	0
YEL017C-A	V	122798	122929	-	132	2811
YER133W	V;V	432495;433197	432671;433958	+;+	939	3590
YER152W-A	V	473485	474051	+	567	0
YER060W	V	274567	276153	+	1587	644
YER186C	V	561705	562625	-	921	617
YER188W	V	568040	568759	+	720	109
YEL045C	V	68840	69265	-	426	15
YER022W	V	198812	200875	+	2064	690
YER148W-A	V	466185	466763	+	579	3
YER157W	V	484788	487193	+	2406	575
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	1
YEL038W	V	80462	81145	+	684	179
YER066W	V	290242	290799	+	558	109
YER098W	V	355466	357730	+	2265	324
YEL035C	V	85045	85545	-	501	9
RPR1	V	117667	118035	-	369	68
YER063W	V	281710	282366	+	657	1126
YER127W	V	414481	415554	+	1074	729
YER154W	V	475020	476228	+	1209	1203
YER032W	V	215063	217693	+	2631	700
YER180C-A	V	550865	551122	-	258	93
YEL071W	V	16355	17845	+	1491	17159
tK(CUU)E2	V	435752	435824	-	73	0
YEL057C	V	45020	45721	-	702	35
YEL069C	V	21537	23231	-	1695	8
YEL043W	V	70478	73348	+	2871	1064
YER096W	V	351698	353236	+	1539	55
YER017C	V	189503	191788	-	2286	1867
YEL019C	V	120498	121301	-	804	67
YER009W	V	172115	172492	+	378	2369
YER104W	V	366802	367428	+	627	155
YER067W	V	292066	292551	+	486	0
SCR1	V	441987	442508	+	522	212
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	29
YER101C	V	360502	361794	-	1293	218
YER121W	V	402375	402719	+	345	32
YER019C-A	V	194273	194539	-	267	1100
tE(UUC)E1	V	177099	177170	+	72	2
YEL050C	V	59670	60851	-	1182	1450
YER062C	V	279930	280682	-	753	996
YER006C-A	V	164344	164661	-	318	3
YER016W	V	188277	189311	+	1035	825
YEL025C	V	102581	106147	-	3567	1009
YER024W	V	202192	204963	+	2772	660
YER023W	V	201076	201936	+	861	1277
YER079W	V	318920	319552	+	633	177
YER136W	V	439616	440971	+	1356	1747
YER151C	V	469686	472424	-	2739	1417
YEL029C	V	96858	97796	-	939	677
YER065C	V	285241	286914	-	1674	402
YEL050W-A	V	59549	59740	+	192	16
YER085C	V	327619	328140	-	522	0
YER147C	V	462968	464842	-	1875	383
YER064C	V	282705	284222	-	1518	200
YER119C	V	399496	400842	-	1347	517
YEL020C-B	V	117183	117380	-	198	1
YER068W	V	293050	294813	+	1764	764
YER158C	V	488857	490578	-	1722	343
YER138W-A	V	449474	449578	+	105	0
YER130C	V	421115	422446	-	1332	519
YEL015W	V	126629	128284	+	1656	1132
tK(CUU)E1	V	135425	135497	-	73	0
YER153C	V	474041	474805	-	765	91
YER137W-A	V	441575	441880	+	306	0
YER113C	V	387932	390052	-	2121	931
YEL030W	V	94644	96578	+	1935	183
YER083C	V	326174	327031	-	858	593
YER167W	V	518216	520771	+	2556	665
YEL032C-A	V	87040	87201	-	162	0
YEL073C	V	7230	7553	-	324	68
tV(AAC)E1	V	438700	438773	+	74	0
YER005W	V	160550	162442	+	1893	706
YER102W	V	363100	363702	+	603	8863
YER046W	V	243180	243611	+	432	74
YER023C-A	V	201522	201734	-	213	0
YEL031W	V	90258	93905	+	3648	5806
YER075C	V	308413	311199	-	2787	680
YER073W	V	304030	305592	+	1563	3952
YEL027W	V	100769	101251	+	483	7308
YEL024W	V	107260	107907	+	648	3380
YER049W	V	251728	253662	+	1935	2358
YER175W-A	V	540650	540814	+	165	26
YEL037C	V	81407	82603	-	1197	2417
YER134C	V	437267	437803	-	537	125
YER088C	V	333176	335188	-	2013	785
YER175C	V	539464	540363	-	900	453
tG(GCC)E	V	61890	61960	-	71	2
YER021W	V	196948	198519	+	1572	3144
YER004W	V	159580	160275	+	696	1444
YER087C-A	V	331817	332368	-	552	12
YEL017W	V	123657	124670	+	1014	505
YER106W	V	372326	373234	+	909	16
YER066C-A	V	291703	292203	-	501	29
YER117W	V;V	396769;397282	396810;397653	+;+	414	14457
YER145C-A	V	462386	462823	-	438	27
YER076W-A	V	313390	313737	+	348	24
YER187W	V	566230	566655	+	426	58
snR14	V	167427	167586	-	160	7
YER046W-A	V	243700	244029	+	330	0
YER168C	V	521029	522669	-	1641	554
YER124C	V	407342	409063	-	1722	1786
SRG1	V	322212	322762	+	551	102
YER095W	V	349980	351182	+	1203	1014
YEL028W	V	98668	99129	+	462	67
YER045C	V	240032	241501	-	1470	149
YER088W-B	V	335927	336073	+	147	0
YER086W	V	328477	330207	+	1731	4109
YER188C-A	V	569608	569907	-	300	12
YER148W	V	465303	466025	+	723	787
YEL022W	V	111421	115800	+	4380	1445
YEL001C	V	150301	150978	-	678	1301
YER056C	V	266512	268113	-	1602	5059
YER087C-B	V	332582	332830	-	249	1184
YEL013W	V	128825	130561	+	1737	1234
YER074W	V;V	306323;306792	306325;307196	+;+	408	13825
tE(UUC)E3	V	487331	487402	-	72	0
YER133W-A	V	437191	437532	+	342	25
YER119C-A	V	400867	401238	-	372	7
YEL063C	V	31694	33466	-	1773	2077
YEL051W	V	58378	59148	+	771	2184
YER190C-B	V	575680	576162	-	483	0
YEL061C	V	36535	39537	-	3003	853
YER059W	V	272624	273886	+	1263	329
YER091C-A	V	342390	342611	-	222	1
YER140W	V	451565	453235	+	1671	396
YEL056W	V	47168	48373	+	1206	534
YER084W-A	V	327598	328110	+	513	0
YER036C	V	223367	225199	-	1833	3121
YEL009C	V	138918	139763	-	846	11537
YER079C-A	V	319902	320240	-	339	0
YEL053W-A	V	52908	53255	+	348	4
